Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi,Go,Groovy,Haskell,Julia,Kotlin,Java,Javascript,Lua,Matlab,Objective-C,Perl,PHP,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
March 2006,0.37,0.27999999999999997,8.9,6.370000000000001,0.48,0,2.35,0,0.1,0.3,0,0,30.3,8.07,0.33999999999999997,2.5,0.11,5.81,19.41,3.8699999999999997,0.52,1.66,0.09,0.02,0,0,1.6199999999999999,6.550000000000001
April 2006,0.35000000000000003,0.25,8.83,6.59,0.44,0,2.16,0,0.1,0.29,0,0,30.64,8.08,0.33999999999999997,2.44,0.1,5.72,19.52,3.7699999999999996,0.52,1.77,0.09,0.03,0,0,1.52,6.45
May 2006,0.33999999999999997,0.24,8.59,6.710000000000001,0.44999999999999996,0,2.08,0,0.11,0.27999999999999997,0,0,30.64,8.08,0.36,2.31,0.1,5.59,19.77,3.74,0.53,1.94,0.06999999999999999,0.03,0,0,1.52,6.529999999999999
June 2006,0.36,0.24,8.260000000000002,6.77,0.47000000000000003,0,2.01,0,0.12,0.29,0,0,30.37,8.24,0.38,2.33,0.11,5.6000000000000005,19.84,3.83,0.5499999999999999,1.9900000000000002,0.08,0.03,0,0,1.5599999999999998,6.59
July 2006,0.36,0.22999999999999998,8.28,6.94,0.48,0,1.9900000000000002,0,0.09,0.3,0,0,29.830000000000002,8.3,0.42,2.41,0.13,5.64,20.1,3.74,0.58,2,0.09,0.02,0,0,1.55,6.510000000000001
August 2006,0.36,0.21,8.19,7.02,0.42,0,1.92,0,0.11,0.27,0,0,29.770000000000003,8.41,0.4,2.36,0.12,5.62,20.29,3.7699999999999996,0.53,2.1399999999999997,0.08,0.02,0,0.01,1.5599999999999998,6.419999999999999
September 2006,0.35000000000000003,0.21,7.969999999999999,7.06,0.42,0,1.9800000000000002,0,0.09,0.27999999999999997,0,0,29.86,8.49,0.44999999999999996,2.19,0.13,5.609999999999999,20.32,3.8699999999999997,0.5499999999999999,2.23,0.09,0.02,0,0.01,1.6099999999999999,6.21
October 2006,0.35000000000000003,0.25,7.95,7.12,0.43,0,2.0500000000000003,0,0.08,0.31,0,0,29.45,8.62,0.45999999999999996,2.25,0.13999999999999999,5.59,20.06,4,0.5499999999999999,2.31,0.09,0.02,0,0.01,1.73,6.1899999999999995
November 2006,0.36,0.25,8.18,7.08,0.42,0,2,0,0.09,0.33,0,0,29.4,8.690000000000001,0.44,2.29,0.13999999999999999,5.45,20.169999999999998,4,0.54,2.3,0.09,0.02,0,0.01,1.77,5.9799999999999995
December 2006,0.41000000000000003,0.29,8.43,7.1,0.4,0,1.95,0,0.06999999999999999,0.35000000000000003,0,0,29.520000000000003,8.51,0.48,2.32,0.13999999999999999,5.41,19.97,4,0.58,2.3800000000000003,0.09,0.02,0,0.01,1.71,5.88
January 2007,0.38999999999999996,0.27999999999999997,8.309999999999999,7.199999999999999,0.38999999999999996,0,1.92,0,0.06999999999999999,0.35000000000000003,0,0,29.520000000000003,8.540000000000001,0.43,2.3,0.11,5.45,19.91,4.17,0.58,2.5100000000000002,0.08,0.02,0,0.01,1.73,5.72
February 2007,0.41000000000000003,0.27999999999999997,8.33,7.17,0.42,0,1.94,0,0.09,0.4,0,0,29.299999999999997,8.41,0.43,2.4699999999999998,0.13,5.319999999999999,19.71,4.44,0.64,2.54,0.1,0.03,0,0,1.69,5.75
March 2007,0.41000000000000003,0.3,8.34,7.17,0.4,0,1.82,0,0.11,0.4,0,0,29.5,8.260000000000002,0.38,2.52,0.12,5.06,19.79,4.46,0.64,2.58,0.1,0.02,0,0,1.69,5.92
April 2007,0.4,0.27,8.16,7.049999999999999,0.4,0,1.8499999999999999,0,0.15,0.37,0,0,29.57,8.129999999999999,0.37,2.6100000000000003,0.13,5,19.93,4.5600000000000005,0.63,2.7199999999999998,0.12,0.03,0,0,1.66,5.91
May 2007,0.4,0.26,8.03,7.04,0.37,0,1.83,0,0.15,0.36,0,0,29.74,8.15,0.38,2.64,0.13,4.99,19.91,4.6,0.66,2.73,0.12,0.05,0,0,1.6199999999999999,5.83
June 2007,0.33,0.22,7.82,6.97,0.33,0,1.8900000000000001,0,0.16999999999999998,0.32,0,0,30.049999999999997,8.290000000000001,0.31,2.46,0.12,4.9,20.29,4.590000000000001,0.6,2.83,0.11,0.06,0,0,1.66,5.6899999999999995
July 2007,0.35000000000000003,0.22999999999999998,7.9,6.94,0.33,0,1.8499999999999999,0,0.18,0.3,0,0,30.330000000000002,8.17,0.33999999999999997,2.4699999999999998,0.13,4.8,20.07,4.4799999999999995,0.61,2.8899999999999997,0.11,0.06,0,0,1.71,5.76
August 2007,0.37,0.24,7.9,7.02,0.33999999999999997,0,1.71,0,0.18,0.31,0,0,30.61,8.33,0.37,2.33,0.12,4.760000000000001,20.21,4.35,0.6,2.9000000000000004,0.08,0.06999999999999999,0,0,1.72,5.489999999999999
September 2007,0.38,0.24,7.8,7.13,0.36,0,1.78,0,0.18,0.3,0,0,30.509999999999998,8.36,0.37,2.31,0.12,4.95,20.06,4.390000000000001,0.65,2.92,0.06999999999999999,0.08,0,0,1.72,5.34
October 2007,0.38,0.22999999999999998,7.75,7.19,0.35000000000000003,0,1.78,0,0.16999999999999998,0.31,0,0,30.69,8.36,0.38999999999999996,2.22,0.11,4.91,20.01,4.41,0.72,2.87,0.06,0.09,0,0,1.72,5.28
November 2007,0.38,0.22,7.84,7.1499999999999995,0.37,0,1.79,0,0.16999999999999998,0.29,0,0,30.769999999999996,8.16,0.38,2.25,0.1,4.92,19.72,4.569999999999999,0.76,2.91,0.06999999999999999,0.08,0,0,1.71,5.4
December 2007,0.42,0.22999999999999998,7.920000000000001,7.08,0.4,0,1.7500000000000002,0,0.18,0.32,0,0,30.85,7.960000000000001,0.41000000000000003,2.34,0.11,4.82,19.68,4.6899999999999995,0.8099999999999999,2.85,0.06999999999999999,0.09,0,0,1.71,5.3100000000000005
January 2008,0.38999999999999996,0.2,7.9399999999999995,7.140000000000001,0.4,0,1.66,0,0.21,0.33999999999999997,0,0,30.69,7.960000000000001,0.4,2.42,0.13,4.68,19.71,4.91,0.8,2.92,0.06999999999999999,0.11,0,0,1.7000000000000002,5.24
February 2008,0.36,0.21,7.920000000000001,7.23,0.38999999999999996,0,1.73,0,0.21,0.35000000000000003,0,0,30.65,7.88,0.41000000000000003,2.5,0.13,4.55,19.55,5,0.86,2.88,0.08,0.12,0,0,1.7000000000000002,5.3
March 2008,0.36,0.22,7.960000000000001,7.22,0.4,0,1.68,0,0.22999999999999998,0.36,0,0,30.470000000000002,7.969999999999999,0.43,2.55,0.13999999999999999,4.37,19.470000000000002,5.1,0.86,2.91,0.08,0.13,0,0,1.71,5.38
April 2008,0.36,0.22,8.07,7.41,0.4,0,1.6400000000000001,0,0.24,0.36,0,0,30.259999999999998,8.03,0.43,2.5700000000000003,0.13,4.279999999999999,19.5,5.11,0.83,2.94,0.06999999999999999,0.12,0,0,1.77,5.26
May 2008,0.33999999999999997,0.22999999999999998,7.99,7.539999999999999,0.4,0,1.66,0,0.25,0.33999999999999997,0,0,30.080000000000002,8.23,0.41000000000000003,2.55,0.13999999999999999,4.16,19.68,5.12,0.8,2.94,0.06,0.12,0,0,1.79,5.1499999999999995
June 2008,0.33,0.27,7.76,7.82,0.4,0,1.7500000000000002,0,0.27,0.35000000000000003,0,0,29.599999999999998,8.290000000000001,0.44999999999999996,2.59,0.15,4.07,19.74,5.13,0.7799999999999999,3.01,0.08,0.15,0,0,1.81,5.21
July 2008,0.36,0.32,7.630000000000001,7.84,0.43,0,1.81,0,0.27999999999999997,0.36,0,0,29.67,8.28,0.45999999999999996,2.5700000000000003,0.16,4.09,19.74,5.12,0.8200000000000001,2.88,0.06999999999999999,0.15,0,0,1.76,5.18
August 2008,0.35000000000000003,0.3,7.62,7.829999999999999,0.42,0,1.87,0,0.27999999999999997,0.31,0,0,29.409999999999997,8.15,0.45999999999999996,2.5700000000000003,0.18,4.08,19.91,5.2,0.8,2.93,0.09,0.16,0,0,1.79,5.29
September 2008,0.38999999999999996,0.29,7.630000000000001,7.9799999999999995,0.44,0,1.8900000000000001,0,0.26,0.31,0,0,29.18,8.19,0.45999999999999996,2.56,0.18,4.1000000000000005,19.99,5.28,0.83,2.88,0.08,0.15,0,0,1.7500000000000002,5.19
October 2008,0.42,0.27999999999999997,7.630000000000001,7.9399999999999995,0.44999999999999996,0,1.8399999999999999,0,0.27,0.32,0,0,29.01,8.1,0.44999999999999996,2.67,0.19,4.14,19.79,5.58,0.8699999999999999,2.83,0.08,0.16,0,0,1.6400000000000001,5.34
November 2008,0.42,0.26,7.739999999999999,7.9799999999999995,0.43,0,1.81,0,0.27,0.31,0,0,29.04,7.99,0.44999999999999996,2.73,0.16999999999999998,4.17,19.580000000000002,5.75,0.8500000000000001,2.78,0.08,0.16,0,0,1.68,5.36
December 2008,0.43,0.24,8.02,7.86,0.41000000000000003,0,1.7399999999999998,0,0.25,0.3,0,0,29.14,8.1,0.42,2.77,0.16,4.2,19.24,5.92,0.91,2.7,0.08,0.13,0,0,1.68,5.3
January 2009,0.4,0.21,8.200000000000001,7.84,0.38,0,1.7500000000000002,0,0.26,0.3,0,0,28.720000000000002,8.09,0.42,2.71,0.16,4.130000000000001,19.25,6.22,0.9299999999999999,2.68,0.1,0.13,0,0,1.71,5.4
February 2009,0.41000000000000003,0.21,8.4,7.779999999999999,0.38999999999999996,0,1.6400000000000001,0,0.29,0.32,0,0,28.62,8.23,0.42,2.8000000000000003,0.13999999999999999,4.15,18.93,6.279999999999999,0.97,2.6599999999999997,0.1,0.13,0,0,1.69,5.42
March 2009,0.4,0.22999999999999998,8.62,7.630000000000001,0.38,0,1.6400000000000001,0,0.31,0.35000000000000003,0,0,28.54,8.01,0.44999999999999996,2.98,0.15,4.17,18.59,6.370000000000001,0.9900000000000001,2.67,0.12,0.15,0,0,1.81,5.45
April 2009,0.38,0.22,8.73,7.61,0.36,0,1.66,0,0.3,0.33999999999999997,0,0,28.449999999999996,7.9799999999999995,0.47000000000000003,2.86,0.13999999999999999,4.14,18.84,6.3,1.01,2.62,0.12,0.15,0,0,1.87,5.43
May 2009,0.38999999999999996,0.22999999999999998,8.83,7.430000000000001,0.42,0,1.6099999999999999,0,0.3,0.35000000000000003,0,0,28.03,7.9799999999999995,0.5,2.85,0.16,4.07,19.16,6.34,1.0699999999999998,2.63,0.12,0.18,0,0,1.9300000000000002,5.42
June 2009,0.4,0.2,8.98,7.340000000000001,0.43,0,1.54,0,0.31,0.33999999999999997,0,0,27.68,8.02,0.51,2.8899999999999997,0.16,4.09,19.220000000000002,6.419999999999999,1.06,2.6599999999999997,0.11,0.19,0,0,2.01,5.4399999999999995
July 2009,0.43,0.2,9.24,7.16,0.44999999999999996,0,1.48,0,0.29,0.32,0,0,27.76,7.95,0.5,3.04,0.16,4.1000000000000005,19.07,6.460000000000001,1.04,2.62,0.09,0.18,0,0,2.13,5.34
August 2009,0.45999999999999996,0.19,9.379999999999999,7.02,0.45999999999999996,0,1.52,0,0.27,0.31,0,0,27.689999999999998,7.960000000000001,0.5,2.94,0.16,4.04,19.09,6.58,1.03,2.6100000000000003,0.09,0.19,0,0,2.18,5.34
September 2009,0.45999999999999996,0.16999999999999998,9.59,6.909999999999999,0.44999999999999996,0,1.4500000000000002,0,0.26,0.27999999999999997,0,0,27.800000000000004,8.01,0.47000000000000003,2.83,0.15,3.9899999999999998,19.28,6.569999999999999,1.02,2.5700000000000003,0.06999999999999999,0.21,0,0,2.1399999999999997,5.319999999999999
October 2009,0.48,0.18,9.77,6.68,0.45999999999999996,0,1.41,0,0.25,0.27,0,0,27.92,8,0.45999999999999996,2.96,0.15,3.93,18.94,6.72,1.04,2.63,0.06999999999999999,0.21,0,0,2.18,5.29
November 2009,0.49,0.18,9.93,6.63,0.44,0,1.4000000000000001,0,0.27999999999999997,0.27999999999999997,0,0,28.199999999999996,7.969999999999999,0.44999999999999996,3,0.15,3.91,18.55,6.75,1.03,2.58,0.06999999999999999,0.2,0,0,2.1999999999999997,5.3100000000000005
December 2009,0.49,0.18,10.15,6.510000000000001,0.44999999999999996,0,1.39,0,0.29,0.29,0,0,28.49,7.71,0.45999999999999996,3.08,0.16999999999999998,3.8,18.35,6.710000000000001,1.05,2.53,0.08,0.21,0,0,2.26,5.34
January 2010,0.49,0.18,10.42,6.370000000000001,0.48,0,1.3599999999999999,0.01,0.32,0.32,0,0,28.560000000000002,7.7,0.49,3.0300000000000002,0.22,3.6900000000000004,18.29,6.54,1.1199999999999999,2.53,0.09,0.22999999999999998,0,0,2.21,5.35
February 2010,0.49,0.16999999999999998,10.79,6.32,0.47000000000000003,0,1.31,0.02,0.31,0.32,0,0,28.67,7.430000000000001,0.49,3.2,0.24,3.64,18.310000000000002,6.4399999999999995,1.0999999999999999,2.42,0.09,0.22,0,0,2.22,5.33
March 2010,0.51,0.16999999999999998,10.99,6.18,0.49,0,1.28,0.02,0.32,0.32,0,0,28.89,7.33,0.49,3.29,0.24,3.51,18.060000000000002,6.4,1.18,2.35,0.1,0.21,0,0,2.3,5.38
April 2010,0.54,0.18,11.26,6.1899999999999995,0.5,0,1.26,0.03,0.35000000000000003,0.32,0,0,28.860000000000003,7.3,0.49,3.3099999999999996,0.27,3.37,18.15,6.279999999999999,1.1400000000000001,2.1999999999999997,0.1,0.21,0,0,2.31,5.38
May 2010,0.58,0.18,11.48,6.17,0.52,0,1.26,0.03,0.36,0.32,0,0,28.689999999999998,7.290000000000001,0.51,3.3300000000000005,0.27999999999999997,3.26,18.14,6.2,1.22,2.19,0.11,0.22,0,0,2.36,5.319999999999999
June 2010,0.6,0.18,11.62,6.23,0.52,0,1.29,0.04,0.37,0.31,0,0,28.62,7.3,0.5,3.2800000000000002,0.27999999999999997,3.2399999999999998,18.099999999999998,6.21,1.1900000000000002,2.16,0.09,0.21,0,0,2.35,5.319999999999999
July 2010,0.61,0.18,11.52,6.279999999999999,0.53,0,1.27,0.03,0.36,0.27,0,0,28.77,7.28,0.47000000000000003,3.39,0.33,3.2199999999999998,18.08,6.12,1.15,2.12,0.1,0.21,0,0,2.4,5.319999999999999
August 2010,0.61,0.18,11.61,6.3100000000000005,0.54,0,1.23,0.03,0.33999999999999997,0.25,0,0,29.03,7.28,0.45999999999999996,3.3000000000000003,0.37,3.18,17.76,6.11,1.2,2.18,0.08,0.21,0,0,2.52,5.220000000000001
September 2010,0.62,0.19,11.72,6.3100000000000005,0.53,0,1.25,0.03,0.33999999999999997,0.26,0,0,29.09,7.22,0.47000000000000003,3.2199999999999998,0.47000000000000003,3.1300000000000003,17.64,6.2,1.15,2.2800000000000002,0.09,0.21,0,0,2.5100000000000002,5.09
October 2010,0.59,0.2,11.790000000000001,6.329999999999999,0.53,0,1.2,0.03,0.33999999999999997,0.26,0,0,29.04,7.17,0.48,3.2300000000000004,0.59,3.05,17.45,6.239999999999999,1.2,2.4,0.09,0.22,0,0,2.55,5.029999999999999
November 2010,0.5700000000000001,0.2,11.93,6.329999999999999,0.53,0,1.18,0.03,0.32,0.27999999999999997,0,0,29.32,7.07,0.45999999999999996,3.27,0.7000000000000001,2.97,17.25,6.23,1.1900000000000002,2.42,0.08,0.22,0,0,2.46,5
December 2010,0.5599999999999999,0.2,12.030000000000001,6.279999999999999,0.51,0,1.18,0.02,0.3,0.29,0,0,29.24,7.04,0.45999999999999996,3.2800000000000002,0.9299999999999999,2.86,17.080000000000002,6.279999999999999,1.27,2.53,0.08,0.22999999999999998,0,0,2.37,4.96
January 2011,0.54,0.19,12.35,6.260000000000001,0.48,0,1.16,0.02,0.27999999999999997,0.29,0,0,29.330000000000002,6.92,0.44999999999999996,3.16,1.03,2.74,16.919999999999998,6.529999999999999,1.29,2.5700000000000003,0.06999999999999999,0.25,0,0,2.2800000000000002,4.88
February 2011,0.53,0.21,12.45,6.23,0.45999999999999996,0.01,1.13,0.03,0.27999999999999997,0.29,0,0,29.220000000000002,6.950000000000001,0.44999999999999996,3.2300000000000004,1.23,2.65,16.84,6.75,1.28,2.54,0.06999999999999999,0.25,0,0,2.1,4.81
March 2011,0.51,0.2,12.559999999999999,6.29,0.44999999999999996,0.03,1.0999999999999999,0.02,0.27,0.27,0,0,28.860000000000003,7.04,0.44999999999999996,3.29,1.4000000000000001,2.58,16.8,6.800000000000001,1.29,2.56,0.06,0.22999999999999998,0,0,2.08,4.87
April 2011,0.53,0.19,12.540000000000001,6.25,0.44999999999999996,0.04,1.09,0.02,0.27999999999999997,0.27,0,0,28.89,7.049999999999999,0.44,3.2099999999999995,1.5599999999999998,2.6,16.79,6.77,1.31,2.52,0.06,0.24,0,0,2.03,4.8500000000000005
May 2011,0.5700000000000001,0.21,12.389999999999999,6.23,0.47000000000000003,0.05,1.1199999999999999,0.02,0.31,0.25,0,0,28.810000000000002,7.000000000000001,0.47000000000000003,3.1399999999999997,1.76,2.53,16.75,6.859999999999999,1.3599999999999999,2.5700000000000003,0.06999999999999999,0.26,0,0,1.9800000000000002,4.83
June 2011,0.5700000000000001,0.21,12.32,6.23,0.47000000000000003,0.06999999999999999,1.09,0.02,0.31,0.24,0,0,28.749999999999996,6.99,0.48,3.09,1.83,2.55,16.79,6.890000000000001,1.35,2.6599999999999997,0.06,0.27,0,0,1.9900000000000002,4.760000000000001
July 2011,0.62,0.22,12.27,6.239999999999999,0.48,0.08,1.11,0.03,0.33,0.24,0,0,28.310000000000002,7.08,0.5,3.15,2.07,2.55,16.7,6.83,1.37,2.71,0.06,0.26,0,0,2.04,4.77
August 2011,0.63,0.21,12.25,6.17,0.49,0.08,1.0999999999999999,0.03,0.35000000000000003,0.24,0,0,28.21,7.1499999999999995,0.52,3.0700000000000003,2.17,2.56,16.54,6.79,1.41,2.77,0.06,0.3,0,0,2.13,4.77
September 2011,0.66,0.22999999999999998,12.44,6.08,0.49,0.08,1.08,0.03,0.37,0.24,0,0,28.22,7.16,0.52,2.97,2.31,2.58,16.38,6.950000000000001,1.4200000000000002,2.67,0.06,0.31,0,0,2.11,4.62
October 2011,0.66,0.24,12.98,5.94,0.45999999999999996,0.09,1.03,0.03,0.36,0.22999999999999998,0,0,28.15,7.17,0.51,2.94,2.39,2.5100000000000002,16.04,7.199999999999999,1.46,2.69,0.05,0.33,0,0,2.09,4.46
November 2011,0.64,0.26,12.839999999999998,5.99,0.44,0.11,1,0.03,0.35000000000000003,0.26,0,0,27.85,7.19,0.5,2.97,2.77,2.52,15.879999999999999,7.33,1.46,2.69,0.05,0.35000000000000003,0,0,2.19,4.33
December 2011,0.63,0.26,12.58,6.0600000000000005,0.42,0.12,0.9199999999999999,0.03,0.35000000000000003,0.27999999999999997,0,0,27.76,7.290000000000001,0.49,3.0300000000000002,3.1300000000000003,2.4299999999999997,15.65,7.6,1.51,2.58,0.06,0.35000000000000003,0,0,2.26,4.2
January 2012,0.62,0.26,12.15,6.34,0.4,0.12,0.88,0.04,0.35000000000000003,0.29,0,0,27.87,7.32,0.5,3.09,3.4799999999999995,2.3800000000000003,15.440000000000001,7.739999999999999,1.5,2.5100000000000002,0.06,0.35000000000000003,0,0,2.2399999999999998,4.09
February 2012,0.62,0.25,11.64,6.76,0.41000000000000003,0.12,0.89,0.03,0.33999999999999997,0.29,0.01,0,27.62,7.2700000000000005,0.52,3.1399999999999997,3.85,2.33,15.459999999999999,7.82,1.52,2.48,0.06999999999999999,0.33999999999999997,0,0,2.25,3.9699999999999998
March 2012,0.63,0.22999999999999998,10.82,7.23,0.4,0.13,0.91,0.04,0.33999999999999997,0.29,0.03,0,27.68,7.23,0.5499999999999999,3.2099999999999995,4.03,2.25,15.290000000000001,7.91,1.55,2.55,0.06999999999999999,0.35000000000000003,0,0,2.3,3.9800000000000004
April 2012,0.63,0.22999999999999998,9.75,7.85,0.41000000000000003,0.13999999999999999,0.9199999999999999,0.03,0.35000000000000003,0.31,0.05,0,27.68,7.16,0.58,3.2800000000000002,4.34,2.21,15.22,7.9799999999999995,1.55,2.58,0.06999999999999999,0.35000000000000003,0,0,2.36,3.9699999999999998
May 2012,0.65,0.21,9.36,8.14,0.4,0.13,0.89,0.04,0.37,0.31,0.08,0,27.77,7.12,0.62,3.25,4.29,2.22,15.190000000000001,8.09,1.5699999999999998,2.6100000000000003,0.06999999999999999,0.35000000000000003,0,0,2.33,3.94
June 2012,0.64,0.21,9.120000000000001,8.469999999999999,0.38,0.13,0.91,0.05,0.38,0.27999999999999997,0.1,0,27.58,7.02,0.63,3.2399999999999998,4.45,2.1999999999999997,15.229999999999999,8.07,1.5599999999999998,2.67,0.06999999999999999,0.36,0,0,2.3,3.94
July 2012,0.7000000000000001,0.22999999999999998,8.86,8.7,0.41000000000000003,0.13,0.9299999999999999,0.06,0.41000000000000003,0.3,0.13,0,27.41,6.93,0.65,3.17,4.38,2.21,15.15,8.1,1.7000000000000002,2.75,0.08,0.4,0,0,2.34,3.88
August 2012,0.73,0.25,8.690000000000001,8.98,0.38,0.13,0.9299999999999999,0.06999999999999999,0.43,0.3,0.13999999999999999,0,27.27,7.000000000000001,0.66,3.15,4.3999999999999995,2.17,14.899999999999999,8.21,1.76,2.77,0.06999999999999999,0.41000000000000003,0,0,2.32,3.88
September 2012,0.7000000000000001,0.25,8.690000000000001,9.19,0.38,0.12,0.89,0.06999999999999999,0.44999999999999996,0.31,0.15,0.01,27.150000000000002,6.98,0.7000000000000001,3.1,4.51,2.18,14.799999999999999,8.23,1.79,2.79,0.08,0.42,0,0,2.26,3.7699999999999996
October 2012,0.7000000000000001,0.25,8.72,9.26,0.36,0.12,0.88,0.08,0.44,0.3,0.13999999999999999,0.01,26.97,7.01,0.7000000000000001,3.09,4.71,2.18,14.879999999999999,8.23,1.83,2.77,0.08,0.42,0,0,2.13,3.73
November 2012,0.69,0.24,8.81,9.41,0.33,0.11,0.83,0.08,0.41000000000000003,0.27999999999999997,0.13999999999999999,0.01,26.8,7.07,0.6799999999999999,3.0700000000000003,4.89,2.1,14.71,8.33,1.8599999999999999,2.82,0.09,0.42,0,0.02,2.11,3.6900000000000004
December 2012,0.7000000000000001,0.25,8.68,9.569999999999999,0.33,0.11,0.84,0.09,0.41000000000000003,0.29,0.15,0.01,26.840000000000003,7.1,0.69,3.09,4.87,2.13,14.499999999999998,8.44,1.9,2.78,0.1,0.42,0,0.03,2.09,3.5999999999999996
